Text,Language
" രാജരാജവർമ്മ മലൈനാടായ മലയാളത്തിലെ ആദിമ നിവാസികൾ തമിഴർ ആയിരുന്നു എന്നും അവർ ചെന്തമിഴ്, കൊടുന്തമിഴ് എന്നീ രണ്ടു വിഭാഗങ്ങളിലുള്ള ഭാഷ ഉപയോഗിച്ചിരുന്നു എന്നും പലവക കൊടുന്തമിഴുകളിൽ ഒന്നാണ് മലയാളമായിത്തീർന്നതെന്നും അഭിപ്രായപ്പെട്ടപ്പോൾ മലയാളത്തിൽ മൊത്തമായും ഉപയോഗിച്ചിരുന്ന കൊടുന്തമിഴ് സംസ്കൃതത്തിന്റെ സ്വാധീനത്തിനു വഴങ്ങി സ്വന്തമായ വ്യക്തിത്വം പ്രകടിപ്പിച്ചു വിഘടിച്ചു എന്നാണ് ഉള്ളൂർ വിശ്വസിച്ചത്",Malayalam
एताः सर्वाः अपि नद्यः जलेन भूमिं सिञ्चन्ति,Sanskrit
બહુ થોડા દેશોમાં આજે પણ ખાનગી બૅંકો પોતાની નોટો (બૅંકનોટો) બહાર પાડતી હોય છે; દા,Gujarati
भारतदेशस्य राजधानी देहलीनगरम्,Sanskrit
৮ম-১২শ শতিকামানত ৰচনা কৰা বৌদ্ধ ধৰ্মসাধনাৰ গীত চৰ্যাপদত অসমীয়া লিপিৰ সকলোতকৈ পুৰণি প্ৰমাণ পোৱা যায়,Assamese
English also facilitated worldwide international communication,English
" भारोत स्वोतोंत्र झाव्न आनी १९६१ इस्विंत गोंयवोइर पुणोर कोब्ज़ो झाउन, गोंयाक भारोत गोणरज्यांत म्होण झोडलें गेलें त्याच वेलार भारोतचे सोर्व प्रांतांक भाषेच्या नोदरेन कोरण्यात आइलें",Konkani
दुबै जातिले एक अर्काको राम्रो पक्ष अपनाउँदै भारतमा एक मिश्रित संस्कृतिको निर्माण गरे,Nepali
૧૮૦૦-અત્યારે),Gujarati
یم چھِ کٲشرؠ زَبان بولان,Kashmiri
चामुण्डराजे करवियले हा आद्य मराठी लेख समजला जात असे,Marathi
જ્યોર્જ એ,Gujarati
अपभ्रंश का जो भी कथ्य रूप था वही आधुनिक बोलियों में विकसित हुआ,Hindi
" तरिही इंगलिस,हिंदि आनी मोरोठि वपोर्ले गेले आनी कोंकणी भाषेक कायं म्होत्व नतलो",Konkani
پانچ ملین افغان مہاجرین، جنھوں نے پاکستان میں پچیس برس گزارے، میں سے زیادہ تر اُردو روانی سے بول سکتے ہیں,Urdu
" Middle English also greatly simplified the inflectional system, probably in order to reconcile Old Norse and Old English, which were inflectionally different but morphologically similar",English
" It included the runic letters wynn ⟨ƿ⟩ and thorn ⟨þ⟩, and the modified Latin letters eth ⟨ð⟩, and ash",English
حوالہ چھُ اَکھ مَزہَب. اِسلام چھُ دُنِیا مَنٛز دوٚیِم ساروٕے کھۄتہٕ زیادٕ بوٚڑ مَزہَب,Kashmiri
हिन्दी भारत में सम्पर्क भाषा का कार्य करती है और कुछ हद तक पूरे भारत में सामान्यतः एक सरल रूप में समझी जानेवाली भाषा है,Hindi
ଶ୍ରୀଲଙ୍କା ସିରିଜ୍ ସମୟରେ ଋତୁରାଜ ଭାରତ ପାଇଁ ଡେବ୍ୟୁ କରିଛନ୍ତି,Odia
[-ইল] -অন্ত অতীতের এবং [-ইব] -অন্ত ভবিষ্যতের কতৃবাচ্যে প্রয়োগ,Bengali
"অষ্টাদশ শতাব্দীর পূর্বে, বাংলা ব্যাকরণ রচনার কোন উদ্যোগ নেওয়া হয়নি",Bengali
" ગ્રિઅર્સનના ભારતના ભાષાશાસ્ત્રીય સર્વે માં ભૌગોલિક વિસ્તારનું વિતરણ કરેલું છેતે બિલ, કાગદી ચલણ અથવા નોટ સ્વરૂપમાં હોય છે",Gujarati
साहित्य आकादेमिचें पुरोस्कारान कोंकणी लेख बोरौंचे कर्य वोढ्ल्या,Konkani
ਹਰ ਸਿੱਖ ਨੇ ਪੰਜਾਬੀ ਨੂੰ ਅਤੇ ਹਰ ਹਿੰਦੂ ਨੇ ਹਿੰਦੀ ਨੂੰ ਆਪਣੀ ਬੋਲੀ ਲਿਖਾਇਆ,Punjabi
अरबी एवं फ़ारसी साहित्य में भारत (हिन्द) में बोली जाने वाली भाषाओं के लिए ज़बान-ए-हिन्दी पद का उपयोग हुआ है,Hindi
ਇਸ ਨਵੀਂ ਧਾਰਾ ਨੇ ਸਥਿਤੀ ਸਪਸ਼ਟ ਕਰਨ ਦੀ ਥਾਂ ਹੋਰ ਉਲਝਾ ਦਿੱਤੀ,Punjabi
अ ञ् अ अँ (उच्चारण अञ्) क ञ् ञ क कँ(उच्चारण कञ्) चन्द्र बिन्दु अक्षर:कँ खँ गँ घँ ङँ चँ छँ जँ झँ ञँ टँ ठँ डँ ढँ णँ तँ थँ दँ धँ नँ पँ फँ बँ भँ मँ यँ रँ लँ वँ शँ षँ सँ हँ क्षँ त्रँ ज्ञँ नेपाली ध्वनिविज्ञान मुख्य लेख : नेपाली ध्वनिविज्ञान नेपालीमा ११ वटा ध्वनिकीय विशिष्ट स्वरहरू र ३० वटा व्यञ्जन छन्,Nepali
اہنز اقلیت چھے جمہ تہ روزان,Kashmiri
" The Frisian languages, which together with the Anglic languages form the Anglo-Frisian languages, are the closest living relatives of English",English
It is the most widely learned second language and is either the official language or one of the official languages in almost 60 sovereign states,English
" त्या वेळार आकादेमिचो झाउन आसलो : सुनीत कुमर चैट्टर्जी, ताणें एक भास-विशेस्कारांची एक बोसोइलि",Konkani
"व्यं केतकर), असे अनेक प्रकारचे कोश मराठीत आहेत",Marathi
ਭਾਰਤ ਤੇ ਹੋਰ ਦੇਸ਼ਾਂ ਵਿੱਚ ਭਾਰਤੀ ਮੂਲ ਦੇ ਪੰਜਾਬੀ ਇਸ ਨੂੰ ਗੁਰਮੁਖੀ ਲਿਪੀ ਵਿੱਚ ਲਿਖਦੇ ਹਨ,Punjabi
गोवा राज्यात कायद्यानुसार कोकणी ही राजभाषा असली तरी मराठीचा वापर शासनाच्या सर्व कारणासाठी होऊ शकतो,Marathi
" దీనిని మాట్లాడే ప్రజలు ప్రధానంగా ఆంధ్ర, తెలంగాణా లో వున్నారు",Telugu
" കേരളത്തിനും ലക്ഷദ്വീപിനും പുറമേ തമിഴ്നാട്ടിലെ ചില ഭാഗങ്ങളിലും കന്യാകുമാരി ജില്ല, നീലഗിരി ജില്ല കർണാടകയുടെ ദക്ഷിണ കന്നഡ ജില്ല, കൊടഗ് ഭാഗങ്ങളിലും ഗൾഫ് രാജ്യങ്ങൾ, സിംഗപ്പൂർ, മലേഷ്യ എന്നിവിടങ്ങളിലെ കേരളീയ പൈതൃകമുള്ള അനേകം ജനങ്ങളും മലയാളം ഉപയോഗിച്ചുപോരുന്നു",Malayalam
"हें वाइट न्है, पोण थोद्या लोकांन ताचें उल्टें मोत्लोब काड्लां कि कोंकणी एक भास ना",Konkani
ਪੰਜਾਬੀ ਪਾਠ ਅਨੁਸਾਰ ਪ੍ਰਸ਼ਾਸਨਿਕ ਦਫ਼ਤਰਾਂ ਵਿੱਚ ਹੁੰਦਾ ਸਾਰਾ ਕੰਮਕਾਜ ਪੰਜਾਬੀ ਭਾਸ਼ਾ ਵਿੱਚ ਕਰਨਾ ਜ਼ਰੂਰੀ ਹੈ,Punjabi
کول; محی الدین حاجنی; پی,Kashmiri
"55 કરોડ લોકો, યુગાન્ડામાં 150,000, તાંઝાનિયામાં 50,000, કેન્યામાં 50,000 અને કરાચી, પાકિસ્તાનમાં આશરે 100,000 વસતા હતા, જેમાં લાખો મેમણ જે સ્વયંની ગુજરાતી તરીકે ઓળખાણ આપતા નથી, પરંતુ ગુજરાત રાજ્યના એક પ્રદેશમાંથી આવેલા છે, તેમનો સમાવેશ થતો નથી",Gujarati
ఆంధ్రుల గురించి చెప్పిన పూర్వపు గ్రంథ ప్రస్తావనలలో ఒకటి ఇక్కడ ఉదహరింపబడినది,Telugu
"இன்றைய கேரளாவும், மலபாரை ஒட்டிய பகுதிகளும் சேர நாட்டின் ஆளுகைக்கு உட்பட்டிருந்தன",Tamil
ഖനനത്തിലൂടെ ലഭിച്ച പ്രാചീന വസ്തുക്കളിൽ ദ്രാവിഡ-ബ്രാഹ്മി ലിപിയിൽ എഴുതിയ രണ്ട് ഓട്ടക്കലക്കഷണങ്ങളുണ്ട്,Malayalam
" খ্রিস্টপূর্ব প্রথম সহস্রাব্দ থেকে বাংলায় হিন্দু ব্রাহ্মণগণ সংস্কৃত ভাষার চর্চা করত, কিন্তু স্থানীয় বৌদ্ধরা প্রাকৃত ভাষার কোন কোন রূপে (ভ্যারাইটি) কথা বলত, যাকে ডঃ সুনীতি কুমার চট্টোপাধ্যায় উল্লেখ করেছেন মাগধী প্রাকৃতের পূর্ব রূপ বা ভ্যারাইটি হিসেবে",Bengali
భారతదేశంలో ఇరవై రెండు షెడ్యూల్ భాషలలో ఇది ఒకటి,Telugu
ଭୁବନେଶ୍ବର: ଆଜି ଆନ୍ଧ୍ର ପ୍ରଦେଶ ମୁଖ୍ୟମନ୍ତ୍ରୀ ଜଗନମୋହନ ରେଡ୍ଡୀ ଦିନିକିଆ ଓଡ଼ିଶା ଗସ୍ତରେ ଆସି ଓଡିଶା ମୁଖ୍ୟମନ୍ତ୍ରୀ ନବୀନ ପଟ୍ଟନାୟକଙ୍କ ସହ ବିଭିନ୍ନ ପ୍ରସଙ୍ଗରେ ଆଲୋଚନା କରିଛନ୍ତି,Odia
